Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
2127,Nicola Pintus,it ITA,DF,Cagliari,it Serie A,19.0,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1,1,100.0,11,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,0.00,3,1,3,0,0,0,3,0,0,,0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,Niccolò Pisilli,it ITA,MF,Roma,it Serie A,19.0,2004,28,11,1227,13.6,2,1,3,2,0,0,7,0,2.7,2.7,0.7,3.4,0.22,0.25,22,63,44,27,7,25.9,1.98,0.51,0.07,0.29,18.1,0,0,0,2.7,2.7,0.10,-0.7,-0.7,471,564,83.5,7869,1905,1,0.7,1.0,+0.3,10,67,8,2,63,555,5,3,3,3,10,1,1,0,0,0,471,24,11,11,8,5,22,54.5,10,14,3,11,11,35,16,0,35,2.57,27,0,1,3,3,1,5,0.37,718,19,101,417,205,34,718,14,5,35.7,6,42.9,389,1888,921,22,16,6,27,15,507,44,7,0,0,19,13,1,10,11,11,0,0,0,58,3,21,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,Damián Pizarro,cl CHI,"FW,MF",Udinese,it Serie A,19.0,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2,3,66.7,25,0,0,0.0,0.0,0.0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,3,0,0,2,1,0,3,0,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,Semuel Pizzignacco,it ITA,GK,Monza,it Serie A,22.0,2001,9,8,736,8.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,239,322,74.2,5851,4075,0,0.0,0.0,0.0,0,3,0,0,0,254,68,18,0,1,0,1,0,0,0,0,239,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,0,0,0.00,0,0,0,0,0,0,0,0.00,340,277,336,3,1,0,340,0,0,,0,,210,883,622,0,0,0,0,0,185,0,0,0,0,0,2,0,0,0,0,0,0,1,7,5,0,100.0,17,2.08,38,22,55.3,1,2,5,1,12.5,0,0,0,0,12.4,0.33,-3.6,-0.44,39,113,34.5,273,30,33.7,31.4,119,4,3.4,7,0.86,12.8
2131,Alassane Pléa,fr FRA,"MF,FW",Gladbach,de Bundesliga,31.0,1993,30,24,1902,21.1,11,4,15,10,1,1,3,0,7.4,6.6,3.1,9.8,0.66,0.50,51,116,141,41,12,29.3,1.94,0.57,0.24,0.83,15.2,1,1,1,7.4,6.6,0.16,+3.6,+3.4,573,795,72.1,9118,3029,4,3.1,3.3,+0.9,25,80,35,8,116,747,40,1,15,8,45,12,1,0,0,0,573,7,3,0,2,5,13,30.8,9,11,0,11,2,9,7,1,72,3.41,58,2,5,1,5,1,14,0.66,979,3,81,494,412,77,978,43,17,39.5,23,53.5,601,3068,1698,51,31,14,40,22,773,141,3,0,0,17,33,8,45,2,3,1,0,0,66,15,32,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,Tommaso Pobega,it ITA,MF,Bologna,it Serie A,25.0,1999,21,13,1178,13.1,2,2,4,2,0,0,6,2,2.1,2.0,1.4,3.4,0.31,0.27,12,42,23,24,8,33.3,1.83,0.61,0.08,0.25,18.8,0,0,0,2.1,2.0,0.08,-0.1,0.0,384,468,82.1,6373,1664,2,1.4,0.8,+0.6,12,51,5,3,42,450,13,8,1,4,8,3,0,0,0,0,384,33,19,12,15,6,30,73.3,8,16,4,12,14,47,16,0,27,2.06,24,0,0,1,2,0,4,0.31,608,24,106,368,141,20,608,8,3,37.5,4,50.0,293,1224,517,12,10,2,13,6,358,23,6,2,1,33,14,0,8,14,19,1,0,0,45,14,16,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,Daniel Podence,pt POR,"MF,FW",Wolves,eng Premier League,28.0,1995,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.07,1,2,3,1,0,0.0,1.87,0.00,0.00,,24.4,0,0,0,0.0,0.0,0.04,0.0,0.0,11,16,68.8,132,78,0,0.0,0.0,0.0,0,1,1,0,2,15,1,1,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,20,0,2,11,7,0,20,2,2,100.0,0,0.0,13,77,43,1,1,0,0,0,17,3,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,Joel Pohjanpalo,fi FIN,FW,Venezia,it Serie A,29.0,1994,20,19,1603,17.8,6,0,6,3,3,4,1,0,7.5,4.3,1.7,6.0,0.17,0.51,9,29,72,34,13,38.2,1.91,0.73,0.09,0.23,16.9,0,3,4,7.5,4.3,0.13,-1.5,-1.3,211,350,60.3,3005,737,0,1.7,1.0,-1.7,15,25,7,0,29,315,32,0,3,1,3,0,0,0,0,0,211,3,3,1,2,0,4,0.0,4,7,4,3,4,7,24,0,33,1.85,25,0,0,5,3,0,3,0.17,491,24,67,240,187,66,487,10,3,30.0,7,70.0,249,957,367,9,7,4,23,11,343,72,1,0,0,12,15,10,3,4,3,1,0,0,20,46,59,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,Matteo Politano,it ITA,"FW,MF",Napoli,it Serie A,30.0,1993,37,34,2804,31.2,3,4,7,3,0,0,3,0,3.1,3.1,4.8,7.9,0.22,0.25,135,129,278,56,14,25.0,1.80,0.45,0.05,0.21,19.5,1,0,0,3.1,3.1,0.06,-0.1,-0.1,873,1261,69.2,14730,4786,4,4.8,5.2,-0.8,56,65,55,23,129,1131,123,18,1,10,229,26,78,66,3,1,873,29,15,17,11,1,43,34.9,28,21,1,20,13,42,50,1,105,3.37,73,20,5,4,3,0,10,0.32,1561,49,233,533,804,90,1561,80,32,40.0,36,45.0,920,6414,3264,135,57,38,47,24,1137,278,3,0,0,14,31,6,229,13,15,1,0,0,95,6,20,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,Alfie Pond,eng ENG,DF,Wolves,eng Premier League,20.0,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1,1,100.0,23,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,1,0,0,1,0,0,1,0,0,,0,,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,Marin Pongračić,hr CRO,DF,Fiorentina,it Serie A,26.0,1997,19,14,1292,14.4,0,0,0,0,0,0,3,1,0.2,0.2,0.2,0.4,0.00,0.03,7,34,5,2,1,50.0,0.14,0.07,0.00,0.00,17.7,0,0,0,0.2,0.2,0.09,-0.2,-0.2,691,775,89.2,13999,4692,0,0.2,0.3,-0.2,5,43,3,0,34,717,58,49,1,5,1,6,1,0,0,0,691,18,13,13,4,1,11,63.6,4,14,6,8,12,30,69,2,12,0.79,10,2,0,0,0,0,1,0.07,922,136,494,399,42,6,922,14,9,64.3,4,28.6,560,3544,1465,7,13,1,10,7,585,5,3,1,1,26,7,0,1,12,13,0,0,1,73,25,11,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,32.0,1992,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,0.00,0,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,575,782,73.5,14597,8818,0,0.0,0.0,0.0,1,2,0,0,1,528,254,67,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,,0,1,0,1,1,1,32,5,7,0.25,6,1,0,0,0,0,0,0.00,872,688,857,15,0,0,872,0,0,,0,,439,2510,1708,0,0,0,0,1,305,0,2,0,0,2,5,0,0,1,0,0,2,0,24,11,1,91.7,35,1.25,120,86,71.7,13,6,9,8,28.6,2,1,1,0,34.8,0.28,+1.8,+0.06,72,257,28.0,595,192,25.7,30.7,359,39,10.9,64,2.29,16.0
2139,Finn Porath,de GER,"DF,MF",Holstein Kiel,de Bundesliga,27.0,1997,31,20,1970,21.9,2,3,5,2,0,0,3,0,1.9,1.8,2.0,3.8,0.23,0.18,42,58,69,29,12,41.4,1.32,0.55,0.07,0.17,21.4,0,0,0,1.9,1.8,0.09,+0.1,+0.2,489,731,66.9,9754,3567,3,2.0,1.8,+1.0,22,54,22,12,58,590,136,19,0,4,84,96,9,5,1,0,489,45,26,24,14,7,53,49.1,27,27,9,18,21,66,67,0,61,2.79,42,6,4,6,3,0,11,0.50,999,73,325,403,280,33,999,36,16,44.4,13,36.1,418,2364,1215,42,33,11,15,15,507,69,3,0,0,31,37,0,84,21,26,0,0,0,79,26,25,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,24.0,1999,33,28,2610,29.0,2,6,8,2,0,0,5,0,1.6,1.6,5.0,6.6,0.28,0.23,65,154,109,39,8,20.5,1.34,0.28,0.05,0.25,23.0,4,0,0,1.6,1.6,0.04,+0.4,+0.4,1385,1892,73.2,24256,9602,6,5.0,4.6,+1.0,57,124,57,27,154,1530,355,53,4,16,196,249,53,4,44,0,1385,66,49,34,22,10,77,57.1,33,44,17,27,36,102,84,2,108,3.72,72,23,3,5,4,1,8,0.28,2237,128,675,812,763,32,2237,40,14,35.0,24,60.0,1187,5444,2841,65,43,5,25,18,1291,109,5,0,0,25,33,1,196,36,49,0,0,0,152,12,23,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,Portu,es ESP,"FW,MF",Girona,es La Liga,32.0,1992,27,6,779,8.7,1,2,3,1,0,0,4,0,1.6,1.6,1.7,3.3,0.35,0.38,20,16,79,8,3,37.5,0.92,0.35,0.13,0.33,16.6,0,0,0,1.6,1.6,0.21,-0.6,-0.6,169,237,71.3,2427,444,2,1.7,1.5,+0.3,14,12,7,3,16,218,16,3,1,0,26,1,10,7,2,0,169,13,7,5,5,3,10,70.0,3,8,0,8,0,13,2,0,25,2.88,20,1,3,1,0,0,4,0.46,301,4,33,110,160,25,301,10,4,40.0,5,50.0,168,846,518,20,15,4,11,3,214,79,4,0,0,14,10,7,26,0,7,0,0,0,24,10,12,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Stefan Posch,at AUT,DF,Bologna,it Serie A,27.0,1997,14,7,714,7.9,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,0.00,0.13,11,36,35,2,0,0.0,0.25,0.00,0.00,,20.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3,396,505,78.4,7784,2928,0,0.7,0.5,-0.7,10,40,11,7,36,406,97,23,0,4,18,74,0,0,0,0,396,26,15,12,9,5,25,60.0,10,19,4,15,5,31,22,0,18,2.26,14,3,0,0,1,0,1,0.13,602,33,186,290,133,13,602,11,3,27.3,8,72.7,295,1505,581,11,8,1,9,12,348,35,1,0,0,16,17,1,18,5,15,0,0,0,43,13,8,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,Stefan Posch,at AUT,DF,Atalanta,it Serie A,27.0,1997,5,4,387,4.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,0.05,5,23,5,3,2,66.7,0.70,0.47,0.00,0.00,11.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,205,245,83.7,3257,1119,0,0.0,0.1,0.0,0,21,2,0,23,235,10,7,0,0,5,3,0,0,0,0,205,18,11,7,8,3,9,88.9,1,5,1,4,4,22,13,0,5,1.16,3,0,0,2,0,0,1,0.23,299,21,113,142,46,4,299,2,1,50.0,1,50.0,202,1298,728,5,7,0,3,5,199,5,0,0,0,11,0,0,5,4,11,0,0,0,22,4,6,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,Tom Pouilly,fr FRA,"DF,MF",Lens,fr Ligue 1,21.0,2003,10,2,273,3.0,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.9,0.00,0.28,12,11,34,5,2,40.0,1.65,0.66,0.00,0.00,18.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4,171,218,78.4,2634,802,0,0.4,0.6,-0.4,3,8,9,4,11,188,29,4,0,1,11,24,1,0,1,0,171,9,6,5,1,3,10,50.0,5,5,1,4,4,13,11,0,8,2.64,7,0,0,1,0,0,0,0.00,257,6,66,114,79,9,257,3,2,66.7,0,0.0,152,688,326,12,6,3,7,0,171,34,1,0,0,3,2,0,11,4,6,0,0,0,16,0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,Yussuf Poulsen,dk DEN,"FW,MF",RB Leipzig,de Bundesliga,30.0,1994,22,2,378,4.2,2,0,2,2,0,0,1,0,3.3,3.3,0.6,3.9,0.48,0.93,2,12,30,15,8,53.3,3.57,1.90,0.13,0.25,9.4,0,0,0,3.3,3.3,0.23,-1.3,-1.3,84,141,59.6,952,285,0,0.6,0.5,-0.6,7,7,5,0,12,139,1,1,0,0,2,0,0,0,0,0,84,10,5,2,6,2,8,50.0,4,7,2,5,0,10,14,0,15,3.57,12,0,0,1,2,0,2,0.48,221,14,37,91,94,32,221,6,1,16.7,4,66.7,89,362,111,2,4,0,16,10,148,30,1,0,0,8,14,1,2,0,5,0,0,0,16,27,11,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,Beñat Prados,es ESP,MF,Athletic Club,es La Liga,23.0,2001,30,21,1715,19.1,1,0,1,1,0,0,7,0,1.0,1.0,1.1,2.1,0.05,0.11,20,78,32,16,5,31.3,0.84,0.26,0.06,0.20,20.1,0,0,0,1.0,1.0,0.06,0.0,0.0,647,789,82.0,10848,2659,0,1.1,1.3,-1.1,11,70,6,1,78,774,14,11,4,3,9,3,0,0,0,0,647,55,36,20,27,8,53,47.2,28,21,2,19,28,83,26,0,21,1.10,20,0,0,1,0,0,3,0.16,991,33,190,628,184,24,991,30,15,50.0,12,40.0,480,2312,1081,20,19,1,25,20,604,32,7,0,0,40,15,0,9,28,36,0,0,0,91,29,22,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,Alexander Prass,at AUT,DF,Hoffenheim,de Bundesliga,23.0,2001,23,19,1566,17.4,0,1,1,0,0,0,1,0,0.9,0.9,2.8,3.6,0.06,0.21,28,63,66,12,1,8.3,0.69,0.06,0.00,0.00,18.6,1,0,0,0.9,0.9,0.07,-0.9,-0.9,704,969,72.7,11665,4086,1,2.8,2.8,-1.8,18,43,27,11,63,805,159,14,3,2,54,144,1,0,1,0,704,42,23,24,15,3,59,40.7,35,33,6,27,9,51,53,4,35,2.01,29,1,4,0,1,0,5,0.29,1199,71,351,531,325,32,1199,42,20,47.6,17,40.5,605,2773,1327,28,30,5,21,10,689,66,1,0,0,17,25,0,54,9,23,1,0,0,92,15,19,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,Matteo Prati,it ITA,MF,Cagliari,it Serie A,20.0,2003,12,8,570,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,0.00,0.12,2,23,7,4,0,0.0,0.63,0.00,0.00,,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,180,250,72.0,3556,1034,0,0.7,0.4,-0.7,6,20,4,1,23,239,11,8,1,2,5,1,2,1,1,0,180,10,4,2,7,1,11,27.3,8,5,2,3,7,17,10,1,11,1.74,9,1,0,0,1,0,1,0.16,313,12,89,177,48,3,313,11,3,27.3,6,54.5,155,569,244,2,3,0,4,2,177,7,1,0,0,8,6,0,5,7,4,0,0,0,24,1,6,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,31.0,1992,24,3,456,5.1,2,0,2,1,1,1,4,0,2.2,1.5,0.1,1.6,0.20,0.47,0,7,14,13,4,30.8,2.57,0.79,0.08,0.25,14.7,0,1,1,2.2,1.5,0.11,-0.2,-0.5,58,87,66.7,837,164,0,0.1,0.1,-0.1,3,5,1,0,7,82,5,0,0,0,0,0,0,0,0,0,58,2,1,1,1,0,2,50.0,1,2,1,1,1,3,5,0,7,1.39,5,0,0,1,1,0,1,0.20,146,6,15,76,55,25,145,3,1,33.3,2,66.7,77,215,41,0,0,0,17,12,104,14,4,0,0,6,19,2,0,1,1,1,0,0,13,19,32,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,David Preu,de GER,"MF,DF",Union Berlin,de Bundesliga,19.0,2004,5,1,121,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.00,0.10,1,3,9,2,0,0.0,1.49,0.00,0.00,,16.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,20,37,54.1,323,131,0,0.0,0.0,0.0,0,2,1,0,3,29,8,0,0,0,4,8,0,0,0,0,20,1,1,0,1,0,2,0.0,2,4,2,2,0,1,2,0,4,2.98,1,1,2,0,0,0,0,0.00,63,5,16,26,21,2,63,7,2,28.6,4,57.1,31,98,47,1,1,1,4,2,32,9,1,0,0,1,1,1,4,0,1,0,0,0,4,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,29.0,1995,2,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,2,5,3,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,80,95,84.2,1274,250,0,0.0,0.0,0.0,0,5,0,0,5,89,6,4,0,0,2,1,0,0,0,0,80,0,0,0,0,0,1,0.0,1,1,1,0,2,2,4,0,2,1.03,1,1,0,0,0,0,1,0.52,106,4,19,71,18,0,106,1,0,0.0,1,100.0,70,300,137,2,1,0,2,2,82,3,0,0,0,0,3,0,2,2,0,0,0,0,7,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,Ivan Provedel,it ITA,GK,Lazio,it Serie A,30.0,1994,29,29,2610,29.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.00,0.01,0,4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,865,1118,77.4,24564,16820,0,0.3,0.1,-0.3,3,25,2,0,4,946,169,63,0,4,0,0,0,0,0,0,865,0,0,0,0,0,0,,0,1,0,1,1,1,12,3,13,0.45,10,2,0,0,1,0,0,0.00,1167,859,1135,33,0,0,1167,0,0,,0,,744,3740,2307,0,0,0,0,0,749,0,0,0,0,0,5,0,0,1,0,0,0,0,44,7,1,87.5,42,1.45,92,52,58.7,15,6,8,5,17.2,4,4,0,0,31.5,0.32,-8.5,-0.29,146,374,39.0,1009,96,30.8,33.3,366,29,7.9,32,1.10,14.5
2153,Ivan Prtajin,hr CRO,FW,Union Berlin,de Bundesliga,28.0,1996,5,2,161,1.8,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.7,0.00,0.37,1,1,17,8,2,25.0,4.47,1.12,0.00,0.00,15.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5,18,48,37.5,204,37,0,0.1,0.1,-0.1,1,0,1,1,1,47,1,0,0,0,3,0,0,0,0,0,18,3,2,0,1,2,0,,0,2,0,2,0,3,3,0,1,0.56,1,0,0,0,0,0,0,0.00,78,3,6,29,43,12,78,1,1,100.0,0,0.0,38,98,23,1,0,1,6,3,55,17,0,0,0,1,1,2,3,0,2,0,0,0,4,10,17,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,Javi Puado,es ESP,"FW,MF",Espanyol,es La Liga,26.0,1998,35,35,2974,33.0,12,4,16,7,5,5,8,0,11.6,7.7,3.0,10.7,0.33,0.44,73,75,113,66,19,28.8,2.00,0.57,0.11,0.37,20.7,0,5,5,11.6,7.7,0.12,+0.4,-0.7,521,678,76.8,7991,1449,4,3.0,2.1,+1.0,22,36,15,4,75,651,23,0,6,6,27,7,1,0,0,0,521,22,17,14,4,4,20,40.0,12,18,3,15,5,27,19,0,55,1.66,44,0,2,5,4,0,7,0.21,985,27,140,452,413,102,980,61,21,34.4,35,57.4,623,4528,1960,73,48,22,71,33,703,113,8,0,0,22,27,6,27,5,17,1,0,0,105,9,30,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,Tymoteusz Puchacz,pl POL,DF,Holstein Kiel,de Bundesliga,25.0,1999,10,5,396,4.4,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,0.23,0.16,13,8,30,4,1,25.0,0.91,0.23,0.00,0.00,21.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,137,195,70.3,2283,769,1,0.6,0.7,+0.4,8,6,6,6,8,148,47,6,0,1,37,28,13,4,8,0,137,9,4,6,3,0,7,71.4,2,4,1,3,3,12,11,0,14,3.18,9,5,0,0,0,0,1,0.23,247,15,74,94,87,2,247,19,9,47.4,8,42.1,109,703,353,13,11,0,8,5,125,30,0,0,0,2,7,1,37,3,4,0,0,0,32,4,4,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,Diego Pugno,it ITA,FW,Juventus,it Serie A,18.0,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.76,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2,2,100.0,28,0,0,0.1,0.0,-0.1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,12.86,1,0,0,0,0,0,0,0.00,4,0,0,2,3,0,4,1,0,0.0,1,100.0,2,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,Christian Pulisic,us USA,"FW,MF",Milan,it Serie A,25.0,1998,34,29,2478,27.5,11,9,20,8,3,4,1,0,12.0,8.9,6.4,15.2,0.62,0.67,121,105,191,53,20,37.7,1.92,0.73,0.15,0.40,16.7,1,3,4,12.0,8.9,0.17,-1.0,-0.9,825,1078,76.5,12131,3064,9,6.4,6.3,+2.6,69,56,35,8,105,960,111,23,15,2,119,16,72,49,6,0,825,43,29,17,14,12,37,40.5,22,24,2,22,5,48,13,2,125,4.54,86,17,6,8,5,3,14,0.51,1367,15,156,524,709,128,1363,87,39,44.8,36,41.4,859,6117,3406,121,75,37,57,40,985,191,1,0,0,20,37,3,119,5,29,1,0,0,94,11,42,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,21.0,2003,13,4,495,5.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0.00,0.04,3,19,4,1,0,0.0,0.18,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.10,-0.1,-0.1,356,392,90.8,6327,2038,0,0.1,0.2,-0.1,2,22,1,0,19,360,32,10,0,1,2,12,0,0,0,0,356,12,8,8,4,0,10,70.0,3,10,7,3,7,19,28,1,3,0.55,3,0,0,0,0,0,0,0.00,464,80,245,189,30,6,464,3,1,33.3,2,66.7,268,1421,709,3,4,1,5,2,321,4,2,0,0,9,1,0,2,7,8,0,1,1,19,7,10,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,Leopold Querfeld,at AUT,DF,Union Berlin,de Bundesliga,20.0,2003,27,17,1747,19.4,2,2,4,2,0,0,8,0,1.1,1.1,1.0,2.2,0.21,0.11,3,49,5,16,4,25.0,0.82,0.21,0.13,0.50,14.1,0,0,0,1.1,1.1,0.07,+0.9,+0.9,648,802,80.8,13517,5754,2,1.0,1.2,+1.0,10,53,5,0,49,749,48,30,1,12,0,1,0,0,0,0,648,25,12,21,4,0,18,72.2,5,25,10,15,19,44,144,2,26,1.34,24,0,0,1,1,0,2,0.10,1066,176,562,457,54,34,1066,9,3,33.3,5,55.6,531,2479,1336,3,2,0,5,2,574,5,8,0,0,20,13,0,0,19,12,0,1,0,66,65,54,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
